Substance,Macro-region,Sector,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GWP_100_AR5_CO2,North America,Deforestation,131.3049907,131.3589846,131.4205597,131.3493906,131.3868541,131.3882355,131.405201,131.4572852,131.590867,131.6859543,131.9067088,132.1111698,132.2736329,132.5701581,132.8144576,133.141533,133.4789301,133.8083394,134.0689449,134.2641415,134.4663954,134.8018048,135.1380803,135.6062582,136.1822077,136.5559311,136.8421678,137.0384854,137.0653868,137.0575385,137.079997,139.1128518,139.1128518
GWP_100_AR5_CH4,North America,Fires,34.97647502,36.35002042,24.1736662,29.69061958,58.42376661,58.42376661,20.87353085,15.51601468,74.31722159,33.03400073,30.51755684,18.60947645,31.58535035,32.54822295,19.38073025,20.6688144,20.19387371,50.54868619,12.88265605,10.83027883,13.02460364,41.14085527,29.09921718,36.36025552,27.36981214,32.54802808,20.84217363,29.83154362,18.60411733,19.22372913,11.79828602,40.18780897,17.98617912
GWP_100_AR5_CO2,North America,Fires,195.1166719,210.3016876,126.6605559,149.2948795,285.8042889,285.8042889,126.9376175,84.46451772,327.8301079,135.3045329,149.15986,89.97811916,79.08091643,100.8672361,72.1329305,74.96986279,47.89649616,62.02040807,47.10981976,33.39052905,44.83086801,58.61221627,78.8858286,115.7876803,77.31921755,136.822934,59.36951706,92.58695854,105.4284652,72.71783104,89.3501821,178.6750879,70.16766533
GWP_100_AR5_N2O,North America,Fires,7.695243465,8.174298562,5.445953872,6.136379725,8.991364267,8.991364267,5.407369578,3.635116971,9.817345184,6.488683804,6.924602532,3.583824795,1.990826282,2.328849078,2.508559473,2.315589168,2.301906026,2.277910927,2.131516811,1.605372477,1.973191391,2.642859123,2.327619449,2.632882685,2.336839507,4.157809111,1.659371087,3.726877959,4.550418932,2.282545945,4.322026333,5.530961654,2.614032363
GWP_100_AR5_CO2,North America,Forest Land,-1551.4165,-1586.489109,-1584.07996,-1596.858101,-1578.162124,-1574.009072,-1590.229787,-1582.357793,-1593.950335,-1563.949893,-1556.959933,-1636.785397,-1620.825091,-1658.602383,-1582.585011,-1582.70901,-1642.55902,-1746.14881,-1981.550506,-2127.344127,-1982.121357,-1924.141132,-1935.951604,-1905.234817,-1896.341858,-1891.737865,-1925.087415,-1914.249732,-1848.462664,-1867.166858,-1930.160262,-1878.40578,-1909.50196
GWP_100_AR5_CO2,North America,Organic Soil,40.04589007,40.04589007,40.04589007,40.04589007,40.04589007,40.04589007,40.04589007,40.04589007,40.04589007,40.04589007,40.04589007,46.41877488,46.39089386,46.00818752,45.82444408,45.52918148,45.3314758,44.50573363,44.33197549,44.07897627,44.23961532,44.3101124,44.38733199,43.57328258,42.12152953,45.58968162,44.70391498,46.1539937,47.17589982,43.81177996,43.81177996,43.81177996,43.81177996
GWP_100_AR5_CO2,North America,Other Land,-365.6374031,-372.9163978,-363.4261565,-342.2050742,-378.8310317,-348.3352017,-373.7539804,-363.2941228,-366.4940925,-387.0919025,-384.3428674,-412.3173165,-386.1254406,-428.2019783,-365.3386442,-414.7295187,-437.9727532,-360.1576192,-295.4642183,-274.5362037,-312.2925838,-325.9612116,-330.1052577,-299.7431451,-329.4110892,-241.1514516,-348.0321576,-346.3073672,-329.047483,-282.5701175,-363.1772321,-346.6346049,-346.6346049
GWP_100_AR5_CO2,South-East Asia and developing Pacific,Deforestation,982.297593,982.297593,982.297593,982.297593,982.297593,982.297593,982.297593,982.297593,982.297593,982.297593,982.297593,383.311205,412.163966,383.554429,514.057248,479.076278,497.4333247,555.8361823,537.774293,617.7191337,391.4923113,409.22986,487.089735,621.098775,455.211458,957.652171,628.221266,643.610124,753.924124,616.371124,616.371124,616.371124,616.371124
GWP_100_AR5_CH4,South-East Asia and developing Pacific,Fires,66.18033708,119.2764725,118.5009708,114.5712003,69.57618833,69.57618833,78.97294728,45.16552098,104.7378605,105.1543057,117.1589869,72.74072564,186.4108608,87.98395324,219.8005152,111.2020343,234.298883,72.91295963,41.41729705,168.4621709,58.33472628,95.37571327,104.6743411,94.28734427,215.9412423,222.0738342,55.18366477,37.78396432,92.27843754,181.1581212,55.70692119,37.40969173,21.05466832
GWP_100_AR5_CO2,South-East Asia and developing Pacific,Fires,1.007512141,3.871683648,3.656364003,7.643701375,2.637067825,2.637067825,3.122929294,1.739768861,3.202130246,3.711771352,6.110620593,2.180732983,4.076609975,5.792473568,8.737733982,5.536586606,4.79263377,7.40891045,1.160196309,7.006742273,7.528978458,2.240141563,5.138937466,7.738348392,4.755430563,7.265270648,4.552103364,1.17327994,1.691586153,4.89733841,3.18226033,3.95067279,2.457378849
GWP_100_AR5_N2O,South-East Asia and developing Pacific,Fires,10.89433531,15.75563295,14.4829893,15.3174063,14.41662067,14.41662067,15.05036233,11.09051332,14.38361676,10.03183798,12.01251836,10.84426575,8.495626346,12.18397899,20.73302898,11.22732284,12.24324391,17.45259319,9.327385909,14.26856527,14.1097735,9.406647671,12.0252911,9.902517383,12.94155592,15.05591304,9.480678126,9.420723638,8.187250027,10.86056508,12.29076095,9.833195265,5.893661488
GWP_100_AR5_CO2,South-East Asia and developing Pacific,Forest Land,799.0438563,794.1467107,736.9171014,694.5362855,659.7807513,645.566998,635.6848999,617.2709809,630.6830283,620.0867013,555.0204472,585.0304785,615.3268287,619.8007608,605.5204898,573.243217,592.9854113,615.5988758,518.3350176,569.4625609,614.442649,616.4934359,674.123417,677.3215801,638.1339519,575.6591715,594.5054167,641.8859421,645.7450677,652.0454075,654.8180325,654.8187913,658.4692594
GWP_100_AR5_CO2,South-East Asia and developing Pacific,Organic Soil,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,374.34567,563.26067,381.15767,608.85467,655.33167,1354.489592,440.316514,380.880436,657.188358,413.64128,469.49928,737.76828,483.43328,974.15228,1200.64128,475.17528,397.64928,508.64128,856.32428,856.32428,856.32428,856.32428
GWP_100_AR5_CO2,South-East Asia and developing Pacific,Other Land,216.9145055,216.9145055,216.9145055,216.9145055,216.9145055,216.9145055,216.9145055,1686.45996,757.45996,676.45996,-41.18004,-43.401412,-43.343784,-43.429156,-43.311528,-43.1209,-42.6829,-41.6889,-40.6309,-39.3529,-39.13245,-38.59088,-37.73877,-36.22448,-34.68421,-31.16714,-22.62483,-15.30913,-15.82813,-10.99513,-10.99513,-10.99513,-10.99513
GWP_100_AR5_CO2,Southern Asia,Deforestation,103.8594574,103.8594574,103.8594574,103.8594574,103.8594574,93.79309044,83.72672346,73.66035647,63.59398949,53.5276225,43.46125552,42.60648742,41.75150032,40.89651322,40.04152612,39.18590901,38.33005991,37.47420681,40.78507033,44.09593085,47.48984436,42.015572,24.884355,24.920135,31.487912,35.316316,35.566316,35.566316,35.566316,35.566316,35.566316,35.566316,35.566316
GWP_100_AR5_CH4,Southern Asia,Fires,12.65890982,13.11891576,13.01941431,10.76455143,16.07888607,16.07888607,16.56450581,12.35543331,8.894351268,17.07281243,14.92545258,10.2032628,1.65482132,7.307865215,10.00695301,6.650871981,6.470407768,9.990375432,7.169500784,18.94995232,15.38623847,8.117733705,18.28579531,11.79397793,9.986645926,5.870354467,12.24908321,13.58633475,11.72153206,8.125466461,3.1352976,19.15291785,8.599749374
GWP_100_AR5_CO2,Southern Asia,Fires,3.320523139,8.393178198,6.854575517,7.732518945,8.649493466,8.649493466,6.216880308,3.079041148,6.056443696,6.228309095,7.945498894,4.489618519,0.47456914,2.774675668,2.750229854,1.839295843,2.567518442,2.770074624,1.567478284,7.627811524,3.359052891,1.404830557,5.879000849,1.655296235,3.886204748,1.992604379,4.173042646,1.666057362,3.096941941,3.920399771,0.90867225,3.105072308,3.610797264
GWP_100_AR5_N2O,Southern Asia,Fires,3.852994051,3.935295741,4.209287261,3.444971724,4.999868452,4.999868452,5.261532199,3.975131631,2.818739952,5.394975709,4.773217645,3.144118976,0.526948898,2.201602772,3.009398004,1.995568142,1.969023563,2.961753634,2.093869505,5.677435479,4.448345216,2.403894913,5.420764992,3.43341481,2.962887479,1.751397103,3.637367589,3.962397204,3.47495454,2.447291191,0.986710856,5.651419153,2.614978736
GWP_100_AR5_CO2,Southern Asia,Forest Land,1168.350823,1180.636404,1196.639967,1205.732202,1211.037786,1181.641035,1178.054678,1189.185193,1198.254101,1204.771462,1211.81049,1302.621719,1312.18823,1308.631426,1313.928211,1319.995889,1333.486609,1341.006721,1345.41384,1350.59583,1350.324013,1347.298219,1344.4664,1341.42747,1338.918524,1324.085018,1322.779528,1315.449727,1309.543285,1303.82504,1296.638467,1296.68921,1290.242017
GWP_100_AR5_CO2,Southern Asia,Other Land,-25.98013301,-25.98013301,-25.98013301,-25.98013301,-25.98013301,-25.98013301,-55.39026603,-84.80039904,-114.2105321,-143.6206651,-173.0307981,-167.8728981,-162.7149981,-157.5570981,-152.3991981,-147.2412982,-142.0833982,-136.9254982,-156.8797833,-176.8340683,-196.7883534,-163.791,-299.968,-300.566,-246.763,-245.669,-250.335,-250.335,-250.335,-250.335,-250.335,-250.335,-250.335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWP_100_AR5_GHG,Africa,Net,33.21361862,7.078350019,118.4735629,367.5215263,336.8397115,437.8665682,542.024006,254.2436446,600.2477781,621.2690104,947.0232133,845.178763,774.8223409,812.6296461,768.9646431,915.0155704,925.4187339,971.9551459,1027.661196,1009.716763,1150.560645,1752.275613,1607.241907,1541.188132,1482.351181,1300.931695,1349.080641,1400.828801,1434.843904,1395.018098,1490.704013,1615.089669,1608.165747
GWP_100_AR5_GHG,Asia-Pacific Developed,Net,65.86612265,88.52952181,98.61074992,433.0163745,32.31812948,9.617698233,-141.2361551,-255.6969234,-4.045254898,96.51295977,361.3006181,481.4023535,819.1551444,-74.44066265,245.148531,-208.2918209,393.6671983,311.7487873,-115.9613719,-66.6979869,-232.7722198,997.2352771,885.8319479,-100.2550707,138.432846,106.2424617,-213.8656754,332.3887381,234.8952677,162.1085903,-163.1196504,-197.6685561,-139.4309694
GWP_100_AR5_GHG,Eastern Asia,Net,-249.9742663,-261.8910775,-205.4831354,-268.2029728,-312.9788695,-370.5313778,-493.0310525,-623.2595186,-584.5888746,-686.2779639,-707.4590073,-830.4860563,-886.5217711,-871.238757,-891.3768877,-907.7503208,-911.4804645,-873.4766318,-819.1363998,-810.6297957,-824.2574917,-845.5738157,-856.8945272,-878.3112225,-954.134253,-954.9778441,-916.4766092,-900.9872152,-889.0945082,-897.9858874,-902.5247549,-519.1163212,-597.8155797
GWP_100_AR5_GHG,Eurasia,Net,-1197.577662,-1125.354219,-1180.365244,-1477.41344,-1289.607561,-1304.087241,-1419.526711,-1557.013486,-1783.344698,-1493.467851,-1368.292414,-1761.512495,-1730.318746,-1475.216325,-1681.652012,-1693.47426,-1648.040582,-1727.765603,-1593.848885,-1841.283117,-1769.310556,-1759.732562,-1622.171336,-1778.5211,-1659.976983,-1776.469502,-1685.897153,-1791.086232,-1535.730356,-1622.531083,-1685.409427,-1595.993274,-1711.862247
GWP_100_AR5_GHG,Europe,Net,-454.3387779,-597.9834231,-595.3468971,-621.4821669,-564.1920887,-537.2307323,-547.3731431,-538.1945553,-489.5906672,-585.5536978,-413.7740714,-470.7768001,-492.6031294,-472.2562918,-476.2833358,-414.2308086,-468.2976642,-391.6780122,-422.4166496,-500.1102445,-417.2456019,-391.7940607,-387.515869,-364.2295527,-362.7004263,-363.2452578,-356.0855119,-338.847545,-288.5969512,-290.2535479,-333.1541867,-300.1994718,-286.7142622
GWP_100_AR5_GHG,Latin America and Caribbean,Net,-596.818935,-657.5281846,-589.9835931,-347.3214264,-404.3414011,653.1309524,41.61588624,-279.4023015,61.98851047,167.9712671,212.8341846,127.0728565,416.4701049,1459.264842,1677.397634,723.9152605,417.3021567,191.6187846,14.05929864,-508.0635336,-379.1434264,-359.3769388,-449.2395018,-290.0580302,-550.2373751,-344.1992134,-348.8800914,-273.9929555,-399.0709991,-353.7328868,-331.7543173,-386.1758418,-395.868347
GWP_100_AR5_GHG,Middle East,Net,89.76834804,93.85809049,89.86652752,90.75206341,93.95009325,94.18940798,96.58232964,91.11346941,96.71141266,93.79717985,92.75890069,93.1802108,89.24186025,89.50050643,89.67868199,89.97511209,89.90189256,90.28790359,89.94789497,90.06793815,91.61056095,91.06807606,90.74212792,90.86496991,91.46885367,90.72839862,90.99486066,90.74745607,90.37330138,112.8218483,94.08251103,90.78595424,90.59942433
GWP_100_AR5_GHG,North America,Net,-1507.914632,-1533.174625,-1619.759491,-1582.546016,-1432.340992,-1397.690728,-1639.314158,-1670.533091,-1376.842996,-1604.482734,-1582.748182,-1758.401349,-1715.628912,-1772.481707,-1675.262533,-1720.813548,-1831.329091,-1813.145351,-2036.489811,-2177.711032,-2055.879267,-1968.594495,-1976.218784,-1871.017603,-1940.423341,-1777.214933,-2009.702428,-1951.21924,-1864.685859,-1874.643551,-2006.975223,-1817.721895,-1982.444056
GWP_100_AR5_GHG,South-East Asia and developing Pacific,Net,2385.478809,2441.403268,2381.910194,2340.421362,2254.763397,2240.549643,2241.183907,3653.165007,2801.904859,2706.882839,1940.560796,1385.051666,1746.390778,1447.04411,1934.392158,1792.496209,2653.560189,1667.837135,1448.263726,1994.754631,1460.417269,1563.654198,1983.081232,1857.557365,2266.451709,2947.1805,1744.493579,1716.214184,1994.639615,2310.661706,2187.698249,2167.712625,2149.575242
GWP_100_AR5_GHG,Southern Asia,Net,1266.062574,1283.963118,1298.602569,1305.553568,1318.645358,1279.18224,1234.434054,1197.454756,1165.407094,1143.374517,1109.885117,1195.192309,1193.881071,1204.254985,1217.33712,1222.426236,1240.740221,1257.277633,1240.149975,1250.112892,1224.21914,1237.44925,1098.968316,1082.664294,1140.479174,1123.34669,1128.070337,1119.895832,1113.068029,1103.549514,1086.900464,1109.829936,1090.298858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWP_100_AR5_CO2,EU27,Deforestation,23.77930223,23.72145362,22.39864331,24.8912962,23.87888584,24.13226145,25.80750506,27.66028471,27.81234478,28.59831811,28.44116906,30.67354562,31.54527416,32.99326859,34.34872238,35.05383997,36.36662112,38.12750709,36.16795904,37.11174815,36.54860679,35.14841206,33.65361144,42.02531779,35.866138,37.8579332,39.15332936,33.42804075,31.95859621,31.54901153,29.60841269,29.14912956,29.14912956
GWP_100_AR5_CH4,EU27,Fires,2.904459871,1.642232609,1.235512436,0.839253223,2.240087589,2.240087589,2.568557177,0.843073006,3.624922787,1.197802287,1.86542045,2.561064188,0.455068272,1.064620327,0.233748465,0.882856532,0.402920877,0.677968123,0.279936993,0.203191652,0.22814906,0.6959531,0.973634019,0.292502026,0.256851918,0.230697443,0.352210225,1.666262762,0.146316252,0.784869605,0.555041795,0.474720315,1.414538995
GWP_100_AR5_CO2,EU27,Fires,25.17838991,18.84186575,13.81566709,9.233943221,23.78007199,23.78007199,27.51693997,4.627211448,37.30736778,12.55016992,19.45720518,21.66324479,2.468661431,11.0753467,2.051462284,10.01982719,4.538177738,6.377549248,1.514690928,2.315003505,2.523833146,3.842778909,6.693123539,2.388554679,2.229909244,1.843136074,4.268888063,18.95719923,1.647520976,3.678289402,3.811684985,5.601838345,10.56017488
GWP_100_AR5_N2O,EU27,Fires,1.00924905,0.825413082,0.623340491,0.414113388,1.038636062,1.038636062,1.188316081,0.150224731,1.592721992,0.549693457,0.838956948,0.876526469,0.083753837,0.495710841,0.104865689,0.432787772,0.199036702,0.281397066,0.069249518,0.114723565,0.112928238,0.128923244,0.273971467,0.100936042,0.090929653,0.075837027,0.190821249,0.811054883,0.071904724,0.100907225,0.140943302,0.253411016,0.405848661
GWP_100_AR5_CO2,EU27,Forest Land,-444.0465999,-563.4074203,-559.0528701,-568.3656362,-518.7360984,-485.8331477,-502.6854224,-469.7918954,-471.6880609,-449.9941776,-390.2328847,-433.1016296,-424.9228659,-396.193466,-378.8422811,-326.4982885,-370.578037,-307.077311,-379.0668937,-446.4250519,-350.7398938,-347.9005104,-350.8481628,-340.8085635,-341.9203817,-326.5058995,-313.3060564,-305.0448515,-251.6424333,-244.1042158,-270.1144042,-231.3392019,-220.8596416
GWP_100_AR5_CO2,EU27,Organic Soil,93.16795107,93.16795107,93.16795107,93.16795107,93.16795107,93.16795107,93.16795107,93.16795107,93.16795107,93.16795107,93.16795107,93.66056195,93.42812516,93.57167341,92.93984694,93.74264475,95.11322342,94.79258258,94.77159716,95.47450444,94.91948282,95.15227837,95.52696127,95.20893172,95.60338798,95.64416332,96.26523367,96.40576001,96.42063845,96.86243946,96.86243946,96.86243946,96.86243946
GWP_100_AR5_CO2,EU27,Other Land,-42.78144144,-40.48475724,-36.42919715,-54.08307839,-58.73398224,-74.04329485,-68.79847938,-73.8363331,-75.1226819,-152.7370843,-81.17578188,-90.82338227,-90.11966922,-102.7749652,-123.8535424,-124.9469595,-134.019781,-122.3111444,-88.57598628,-88.46515112,-103.1395352,-103.80313,-98.72257289,-94.85986136,-100.4068727,-117.9022033,-123.318881,-118.806033,-123.1225611,-134.5510817,-124.1168156,-129.1840436,-129.1840436
GWP_100_AR5_GHG,EU27,Net,-340.7886892,-465.6932614,-464.2409528,-493.9021575,-433.364448,-415.5174344,-421.2346324,-417.1794835,-383.3054344,-466.6673271,-327.6379639,-374.4900689,-387.0616523,-359.7678113,-373.0171777,-311.3132918,-367.9778381,-289.1314513,-334.8394464,-399.6710317,-319.546429,-316.7352948,-312.4494339,-295.6521826,-308.2800376,-308.7563357,-296.3944548,-272.5825669,-244.5200178,-245.6797803,-263.2526975,-228.1817067,-211.6515536
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWP_100_AR5_CO2,GLOBAL TOTAL,Deforestation,4697.415651,4534.505632,4650.498391,4692.330715,4671.07143,5637.045768,4989.587264,4696.145525,4925.898781,4917.781719,4958.841998,4340.728411,4568.167412,5554.370277,5811.358133,4878.072075,4572.604031,4387.891446,4437.253946,3965.639507,3694.902326,4114.801059,4026.842009,4340.839598,3982.760058,4287.342619,3987.214575,4010.918425,4122.930138,3982.153987,3973.424181,3990.046664,3990.046664
GWP_100_AR5_CH4,GLOBAL TOTAL,Fires,627.0844361,669.0836517,663.6044482,810.0718656,653.8077497,653.8077497,644.0740674,349.6162473,695.8844,641.7476471,840.6659887,604.5758195,678.3678676,600.948394,691.1749709,602.8416289,680.5207838,582.4146313,519.9231356,613.474683,552.438797,605.1325868,630.2221777,517.3237321,588.0410473,632.6003166,497.8924135,466.0262205,569.3512974,649.1594874,454.7300013,427.2664562,398.001429
GWP_100_AR5_CO2,GLOBAL TOTAL,Fires,1317.970995,1367.704392,1344.534715,1587.044208,1651.565068,1651.565068,1254.110527,717.9446395,1283.263811,1410.009784,1883.064502,1372.415893,1580.016362,944.4959443,983.8748763,539.1518559,1062.832214,918.4648552,866.8334661,627.146903,610.4573869,1849.876054,1788.02159,669.6515589,939.1838295,836.5602489,579.9760424,1091.122047,1055.701659,923.232657,661.8411937,845.223259,635.779451
GWP_100_AR5_N2O,GLOBAL TOTAL,Fires,205.8272237,214.429761,222.8382045,252.2248224,219.7784936,219.7784936,227.2078876,122.1487679,212.4458206,214.0838196,269.3376289,213.1192039,183.1778098,177.6476157,189.7270046,175.186243,176.1824019,196.0360363,163.3441593,149.8982691,178.0356498,195.8647624,199.7212465,140.3626738,153.3143062,158.7248697,150.6195164,164.0310462,149.4632218,153.8703365,154.2118328,149.6021377,140.2881194
GWP_100_AR5_CO2,GLOBAL TOTAL,Forest Land,-7626.762814,-7679.417868,-7703.004948,-7709.094341,-7693.005147,-7512.649227,-7511.882439,-7290.604994,-7246.500172,-7033.909189,-6948.12296,-6842.765929,-6622.252806,-6564.919603,-6396.157562,-6303.678344,-6218.716457,-6118.610221,-6854.977435,-6923.470255,-6399.806519,-6156.627211,-6063.034357,-5965.062201,-6031.989858,-5923.356049,-5905.034345,-5700.373533,-5512.405316,-5560.184241,-5615.67096,-5087.813627,-5181.829789
GWP_100_AR5_CO2,GLOBAL TOTAL,Organic Soil,621.3428926,621.3428926,621.3428926,621.3428926,621.3428926,621.3428926,621.3428926,621.3428926,621.3428926,621.3428926,621.3428926,691.695297,878.6841938,694.1812579,919.590102,964.7567753,1663.653694,747.0912387,684.5296771,959.180977,715.6996678,770.6806751,1039.020385,782.7398328,1272.536595,1502.301698,775.7607364,699.9196972,812.4982436,1156.978667,1157.054614,1157.054614,1157.054614
GWP_100_AR5_CO2,GLOBAL TOTAL,Other Land,-9.113184216,11.25235839,-3.288462827,-13.62128929,-91.50471041,-165.8943136,-309.0812356,1055.283924,-4.488370079,-311.0311465,-1033.040895,-1073.867236,-1051.272098,-1059.66354,-991.2235241,-1057.062605,-1075.63408,-1028.628195,-984.6779757,-951.7135697,-1103.528257,-1063.117384,-1246.967541,-1195.973012,-1252.134593,-1141.850707,-1304.69699,-1327.702079,-1306.8978,-1260.198093,-1349.143186,-1314.836679,-1314.836679
GWP_100_AR5_GHG,GLOBAL TOTAL,Net,-166.2348005,-261.0991804,-203.4747582,240.2988727,33.05577663,1104.996431,-84.64103669,271.8770011,487.8471631,460.0255268,592.0891546,-694.098541,214.8887405,347.0603459,1208.344,-200.7323708,861.4425887,-315.3402076,-1167.771027,-1559.843486,-1751.800948,316.6105421,373.8255116,-710.1178177,-348.2886146,352.322996,-1218.268051,-596.0581765,-109.3585557,45.0128009,-563.5523225,166.5428251,-175.4961901
